ad_id,date,spend,revenue,impressions,clicks,purchases,headline,body,media_type,aspect_ratio,category,labels
ad_00732,2023-11,199.58,649.71,10788,56,1,premium cap built to conquer,conquer further in our new cap.,image,4:5,accessories,img_cap:Image|cap:Noun|conquer:Verb
ad_00733,2023-11,84.32,190.74,12588,90,1,cap for every push,"Built for the long haul. Our premium cap combines technical fabrics with a refined fit so you can push harder and go further, no matter what the forecast brings this season.",image,4:5,urban,img_cap:Image|cap:Noun|push:Verb
ad_00734,2023-11,284.12,795.56,27712,226,4,new armwarmers collection,climb further in our new armwarmers.,video,1:1,adventure,vid_armwarmers:Video
ad_00735,2023-11,155.13,1057.38,21356,184,3,8 premium jacket built to ride,Built to ride. Premium jacket. ❄️,image,1:1,commute,img_jacket:Image
ad_00736,2023-11,218.29,439.59,17829,144,2,new 24 armwarmers collection,"Engineered for performance on every terrain. Our armwarmers is designed to help you race with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,1:1,casual,vid_armwarmers:Video|armwarmers:Noun|race:Verb|built to last:Phrase
ad_00737,2023-11,287.07,926.74,7831,60,1,new vest collection,26 climb further in our new vest.,image,9:16,gravel,img_vest:Image|vest:Noun|climb:Verb
ad_00738,2023-11,156.96,219.6,9126,53,1,cruise further in our bibs,cruise further in our new bibs.,video,9:16,gravel,vid_bibs:Video|bibs:Noun
ad_00739,2023-11,111.29,290.09,19914,81,1,premium vest built to explore,Built to explore. Premium vest. 🚴,image,4:5,sale,img_vest:Image
ad_00740,2023-11,41.33,92.94,22371,156,2,new jersey collection,Our jersey lets you race better.,video,4:5,casual,vid_jersey:Video|race:Verb
ad_00741,2023-11,132.42,462.84,18528,153,2,descend 27 further in our bibs,"Built for the long haul. Our premium bibs combines technical fabrics with a refined fit so you can descend harder and go further, no matter what the forecast brings this season.",image,1:1,casual,img_bibs:Image
ad_00742,2023-11,110.93,242.61,12883,76,1,premium 20 bibs built to layer,Our bibs lets you layer better.,video,4:5,accessories,vid_bibs:Video|bibs:Noun|layer:Verb
ad_00743,2023-11,84.14,680.8,12673,122,2,new 16 armwarmers collection,10 Ride ready. Try our armwarmers today.,image,4:5,mountain,img_armwarmers:Image|gravel ready:Phrase
ad_00744,2023-11,399.48,1202.32,18187,138,3,race further in our shorts,"Built for the long haul. Our premium shorts combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season.",image,1:1,adventure,img_shorts:Image|shorts:Noun|race:Verb
ad_00745,2023-11,301.26,426.69,8731,44,0,shell for every race,Ride ready. Try our shell today.,video,9:16,adult,vid_shell:Video|shell:Noun|lightweight layers:Phrase
ad_00746,2023-11,55.72,378.36,17092,179,4,21 the wardrobe you need to ride,Our wardrobe lets you ride better.,image,4:5,gravel,img_wardrobe:Image
ad_00747,2023-11,183.19,208.15,8153,45,0,gloves for every cruise,Built to cruise. Premium gloves.,video,1:1,road,vid_gloves:Video|gloves:Noun|cruise:Verb
ad_00748,2023-11,102.31,442.09,9645,90,2,vest for every race,Built to race. Premium vest. 🔥,image,1:1,gravel,img_vest:Image|vest:Noun
ad_00749,2023-11,208.18,747.01,17848,119,2,bibs 28 for every sprint,Built to sprint. Premium bibs.,video,4:5,commute,vid_bibs:Video|bibs:Noun
ad_00750,2023-11,103.39,306.99,21854,161,2,premium wardrobe built to conquer,Ride ready. Try our wardrobe today.,image,1:1,accessories,img_wardrobe:Image|wardrobe:Noun|adventure awaits:Phrase
ad_00751,2023-11,120.89,311.92,19369,143,2,layer 23 further in our shorts,"Built for the long haul. Our premium shorts combines technical fabrics with a refined fit so you can layer harder and go further, no matter what the forecast brings this season.",image,9:16,casual,img_shorts:Image|shorts:Noun|layer:Verb|all day comfort:Phrase
ad_00752,2023-11,297.72,971.39,9351,47,1,premium jersey built to race,race further 14 in our new jersey.,video,4:5,mountain,vid_jersey:Video|jersey:Noun
ad_00753,2023-11,273.12,612.19,6406,48,1,new socks collection,Ride ready. Try our socks today.,video,4:5,gravel,vid_socks:Video|socks:Noun
ad_00754,2023-11,413.23,1180.3,16258,131,2,the shell you 4 need to climb,Built to climb. Premium shell.,image,9:16,adult,img_shell:Image|climb:Verb|gear up for summer:Phrase
ad_00755,2023-11,146.66,103.57,6316,28,0,premium jacket built to sprint,"Engineered for performance on every terrain. Our jacket is designed to help you sprint with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,1:1,mountain,vid_jacket:Video|jacket:Noun|sprint:Verb
ad_00756,2023-11,69.75,606.92,26180,384,12,gear further in our kit,Our kit lets you 7 gear better.,video,4:5,adventure,vid_kit:Video|kit:Noun|cold weather essentials:Phrase
ad_00757,2023-11,290.35,421.53,9508,36,0,shell for every cruise,25 Our shell lets you cruise better.,video,4:5,sale,vid_shell:Video|shell:Noun|cruise:Verb
ad_00758,2023-11,291.36,310.89,49892,198,2,the bibs you need to pedal,Built to pedal. Premium bibs. 🏔️,video,1:1,sale,vid_bibs:Video|bibs:Noun|pedal:Verb|new arrivals:Phrase
ad_00759,2023-11,243.54,537.73,10092,63,1,premium bibs built to shred,shred 22 further in our new bibs. ☀️,video,9:16,casual,vid_bibs:Video|shred:Verb
ad_00760,2023-11,106.92,348.44,20579,113,2,bibs for every push,push further in our new bibs.,image,4:5,mountain,img_bibs:Image|bibs:Noun|push:Verb
ad_00761,2023-11,87.87,241.68,11296,60,1,descend further in our armwarmers,Ride ready. Try our 14 armwarmers today.,image,9:16,adult,img_armwarmers:Image|armwarmers:Noun
ad_00762,2023-11,230.42,622.81,15010,88,1,premium socks built to train,Built to train. Premium socks.,image,1:1,mountain,img_socks:Image|socks:Noun|your spring wardrobe:Phrase
ad_00763,2023-11,98.16,376.0,17899,196,4,cap for every shred,Built to shred. Premium cap.,image,1:1,adventure,img_cap:Image|cap:Noun|shred:Verb
ad_00764,2023-11,138.87,172.09,25101,101,1,the tights you need to sprint,"Lightweight and breathable, this tights keeps you comfortable from the first pedal stroke to the last. Designed for riders who sprint in all conditions and demand the very best from their gear. 💪",image,1:1,sale,img_tights:Image|tights:Noun
ad_00765,2023-11,955.49,8181.18,27181,340,10,tights for every conquer,conquer further in our 23 new tights. 🔥,image,1:1,gravel,img_tights:Image|tights:Noun|cold weather essentials:Phrase
ad_00766,2023-11,599.25,1088.46,23487,123,1,race further in our baselayer,Built to race. Premium baselayer. 💪,video,9:16,urban,vid_baselayer:Video|race:Verb|lightweight layers:Phrase
ad_00767,2023-11,268.79,675.35,27429,160,2,premium shell built to conquer,"Lightweight and breathable, this shell keeps you comfortable from the first pedal stroke to the last. Designed for riders who conquer in all conditions and demand the very best from their gear. ⛰️",image,4:5,mountain,img_shell:Image|shell:Noun
ad_00768,2023-11,112.28,309.88,11998,116,2,premium armwarmers built to climb,Built to climb. Premium armwarmers.,image,9:16,adventure,img_armwarmers:Image|climb:Verb
ad_00769,2023-11,108.3,404.22,22582,175,3,the gloves you need to pedal,16 Our gloves lets you pedal better.,video,4:5,casual,vid_gloves:Video
ad_00770,2023-11,256.67,922.41,13768,130,3,gear further in our bibs,Built to gear. Premium bibs.,image,9:16,commute,img_bibs:Image|gear:Verb|cold weather essentials:Phrase
ad_00771,2023-11,410.15,970.52,26733,170,2,wardrobe 10 for every conquer,"Engineered for performance on every terrain. Our wardrobe is designed to help you conquer with total confidence, whether you are on a mountain pass or a city commute through changing weather. ❄️",image,1:1,mountain,img_wardrobe:Image|wardrobe:Noun|conquer:Verb|lightweight layers:Phrase
ad_00772,2023-11,122.9,503.96,17297,111,2,premium vest built to layer,Our vest lets you layer better.,image,4:5,adult,img_vest:Image|vest:Noun
ad_00773,2023-11,127.01,327.51,22262,158,2,premium baselayer built to train,train further in our new baselayer. 🚴,image,9:16,mountain,img_baselayer:Image|baselayer:Noun|train:Verb|gear up for summer:Phrase
ad_00774,2023-11,176.08,300.32,18888,91,1,29 bibs for every cruise,"Engineered for performance on every terrain. Our bibs is designed to help you cruise with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,9:16,adult,img_bibs:Image
ad_00775,2023-11,72.6,301.82,23878,157,2,18 explore further in our cap,Built to explore. Premium cap. ☀️,image,1:1,mountain,img_cap:Image
ad_00776,2023-11,73.94,193.95,10902,77,1,baselayer for every conquer,conquer further in our new baselayer.,video,4:5,casual,vid_baselayer:Video|baselayer:Noun
ad_00777,2023-11,82.49,97.89,7440,39,0,premium shorts built to layer,"Engineered for performance 13 on every terrain. Our shorts is designed to help you layer with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,9:16,gravel,vid_shorts:Video|shorts:Noun|layer:Verb
ad_00778,2023-11,231.82,662.96,26769,191,4,gear further in our shell,Ride ready. Try our shell today. ❄️,image,9:16,gravel,img_shell:Image
ad_00779,2023-11,196.67,256.97,31985,195,3,the kit you need to shred,"Engineered for performance on every terrain. Our kit is designed to help you shred with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,4:5,urban,vid_kit:Video|kit:Noun
ad_00780,2023-11,330.46,1175.37,15407,100,1,21 sprint further in our shorts,"Engineered for performance on every terrain. Our shorts is designed to help you sprint with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,4:5,adult,img_shorts:Image|shorts:Noun|sprint:Verb
ad_00781,2023-11,58.91,121.8,24491,159,2,the socks you need to shred,"Engineered for performance on every terrain. Our socks is designed to help you shred with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,4:5,gravel,vid_socks:Video|shred:Verb
ad_00782,2023-11,67.23,146.67,7229,36,0,gear further in our vest,Ride ready. Try our vest today.,image,9:16,adult,img_vest:Image|vest:Noun
ad_00783,2023-11,219.59,1190.41,11965,118,2,premium baselayer built to climb,Our baselayer lets you climb better.,image,4:5,casual,img_baselayer:Image|baselayer:Noun|gravel ready:Phrase
ad_00784,2023-11,99.0,354.79,17009,198,5,push further in our tights,"Lightweight and breathable, this tights keeps you comfortable from the first pedal stroke to the last. Designed for riders who push in all conditions and demand the very best from their gear.",video,4:5,adventure,vid_tights:Video|tights:Noun|push:Verb|built to last:Phrase
ad_00785,2023-11,103.41,294.57,6856,50,1,shred 18 further in our cap,Our cap lets you shred better.,video,4:5,gravel,vid_cap:Video|cap:Noun|shred:Verb
ad_00786,2023-11,306.73,852.73,7599,50,1,baselayer 21 for every gear,gear further in our new baselayer. 🚴,video,1:1,gravel,vid_baselayer:Video|gear:Verb
ad_00787,2023-11,119.89,484.58,17668,117,2,the 28 jersey you need to sprint,Built to sprint. Premium jersey. ⛰️,image,1:1,accessories,img_jersey:Image|jersey:Noun
ad_00788,2023-11,128.61,130.3,12060,50,0,new gloves collection,"Lightweight and breathable, this gloves keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear.",video,1:1,adult,vid_gloves:Video|gloves:Noun
ad_00789,2023-11,143.78,523.14,13728,160,4,cruise further in our cap,Our cap lets you cruise better. 💪,video,1:1,adventure,vid_cap:Video|cap:Noun|cruise:Verb|new arrivals:Phrase
ad_00790,2023-11,149.11,746.81,13325,94,1,8 shred further in our armwarmers,Built to shred. Premium armwarmers.,image,4:5,mountain,img_armwarmers:Image|armwarmers:Noun
ad_00791,2023-11,251.96,373.36,8593,45,1,push further in our armwarmers,Ride ready. Try our armwarmers today.,video,9:16,road,vid_armwarmers:Video|armwarmers:Noun|built to last:Phrase
ad_00792,2023-11,80.83,393.23,14644,189,5,premium jacket built to race,Built to race. Premium jacket.,image,1:1,adventure,img_jacket:Image|jacket:Noun|all day comfort:Phrase
ad_00793,2023-11,149.22,259.98,16215,66,1,premium cap built to cruise,"Built for the long haul. Our premium cap combines technical fabrics with a refined fit so you can cruise harder and go further, no matter what the forecast brings this season.",image,4:5,sale,img_cap:Image|cap:Noun|cruise:Verb|race day ready:Phrase
ad_00794,2023-11,335.54,1256.02,12200,133,3,jersey for every cruise,Our jersey lets you cruise better.,image,1:1,adventure,img_jersey:Image|jersey:Noun|cruise:Verb
ad_00795,2023-11,600.62,3671.51,12705,137,3,premium gloves 27 built to gear,Our gloves lets you gear better.,video,4:5,gravel,vid_gloves:Video|gloves:Noun|gear:Verb|adventure awaits:Phrase
ad_00796,2023-11,74.02,191.25,14743,119,2,conquer further in our armwarmers,Our armwarmers lets you conquer better.,image,1:1,casual,img_armwarmers:Image
ad_00797,2023-11,203.76,239.73,24598,91,1,premium kit built to push,Ride ready. Try our kit today.,image,9:16,sale,img_kit:Image|kit:Noun|push:Verb
ad_00798,2023-11,149.05,976.85,15573,194,5,shred further in our gloves,Built to shred. Premium gloves.,image,4:5,adventure,img_gloves:Image|shred:Verb
ad_00799,2023-11,157.44,636.2,6231,61,1,premium wardrobe built 7 to ride,ride further in our new wardrobe.,video,4:5,adventure,vid_wardrobe:Video|ride:Verb
ad_00800,2023-11,104.02,796.26,8988,108,3,the kit you need 9 to pedal,Built to pedal. Premium kit. ☀️,image,9:16,adventure,img_kit:Image|kit:Noun|pedal:Verb|lightweight layers:Phrase
ad_00801,2023-11,262.91,421.91,26015,83,1,15 the vest you need to explore,Built to explore. Premium vest.,video,4:5,sale,vid_vest:Video|vest:Noun|explore:Verb
ad_00802,2023-11,254.94,1266.14,11588,87,2,the 13 kit you need to shred,Our kit lets you 10 shred better. 🔥,video,4:5,urban,vid_kit:Video|kit:Noun|shred:Verb|lightweight layers:Phrase
ad_00803,2023-11,759.03,3190.02,15620,188,4,the vest you need to shred,Built to 8 shred. Premium vest.,video,4:5,adventure,vid_vest:Video|vest:Noun|shred:Verb
ad_00804,2023-11,75.62,249.53,42743,290,4,sprint further in our shorts,Ride ready. 23 Try our shorts today.,video,4:5,urban,vid_shorts:Video|shorts:Noun|sprint:Verb
ad_00805,2023-11,58.53,118.87,22391,190,3,the shorts you need to sprint,Ride ready. Try our shorts today.,video,1:1,casual,vid_shorts:Video|shorts:Noun|built to last:Phrase
ad_00806,2023-11,573.15,1157.3,5577,32,0,premium socks built to push,"Lightweight and breathable, this socks keeps you comfortable from the first pedal stroke to the last. Designed for riders who push in all conditions and demand the very best from their gear.",image,1:1,adult,img_socks:Image
ad_00807,2023-11,161.93,1010.54,33623,333,8,bibs for every ride,Our bibs lets you ride better. 🔥,image,4:5,casual,img_bibs:Image|ride:Verb|race day ready:Phrase
ad_00808,2023-11,127.01,209.43,17595,94,1,the gloves you need to climb,Ride ready. Try our gloves today.,video,1:1,mountain,vid_gloves:Video|gloves:Noun|climb:Verb|trail tested:Phrase
ad_00809,2023-11,187.03,216.55,19637,62,0,new jacket collection,"Lightweight and breathable, this jacket keeps you comfortable from the first pedal stroke to the last. Designed for riders who explore in all conditions and demand the very best from their gear.",image,4:5,sale,img_jacket:Image|jacket:Noun|explore:Verb
ad_00810,2023-11,72.34,66.31,19008,94,1,jersey for every descend,"Built for the long haul. Our premium jersey combines technical fabrics with a refined fit so you can descend harder and go further, no matter what the forecast brings this season.",video,1:1,mountain,vid_jersey:Video|jersey:Noun|descend:Verb
ad_00811,2023-11,209.31,1039.49,25776,174,2,cap 27 for every train,"Built for the long haul. Our premium cap combines technical fabrics with a refined fit so you can train harder and go further, no matter what the forecast brings this season.",image,4:5,road,img_cap:Image|cap:Noun|race day ready:Phrase
ad_00812,2023-11,159.2,947.63,15688,95,1,premium shell built 13 to gear,Ride ready. Try our 18 shell today.,image,4:5,adult,img_shell:Image|gear:Verb
ad_00813,2023-11,318.17,831.09,7783,42,0,shorts for every train,Ride 27 ready. Try our shorts today. 🔥,video,4:5,accessories,vid_shorts:Video|shorts:Noun|train:Verb
ad_00814,2023-11,279.37,413.49,19193,99,1,new gloves collection,Built 24 to pedal. Premium gloves.,video,1:1,road,vid_gloves:Video|gloves:Noun|pedal:Verb
ad_00815,2023-11,293.69,1076.24,8181,48,1,the baselayer you need to pedal,Built to pedal. Premium baselayer.,image,4:5,road,img_baselayer:Image|baselayer:Noun|pedal:Verb|lightweight layers:Phrase
ad_00816,2023-11,187.32,602.42,40490,367,6,explore further in our wardrobe,explore further in our new wardrobe.,image,9:16,gravel,img_wardrobe:Image|wardrobe:Noun|your spring wardrobe:Phrase
ad_00817,2023-11,437.43,1214.96,13622,99,1,race further in our socks,Our socks lets you race better. 🏔️,image,9:16,urban,img_socks:Image
ad_00818,2023-11,236.06,528.21,15909,54,0,train further in our wardrobe,Built to train. Premium wardrobe.,image,4:5,sale,img_wardrobe:Image|wardrobe:Noun|train:Verb
ad_00819,2023-11,121.32,257.33,11644,83,1,climb further 17 in our bibs,Our bibs lets you climb better.,video,9:16,casual,vid_bibs:Video|climb:Verb
ad_00820,2023-11,102.8,265.21,19343,142,2,premium jersey built to climb,climb further 2 in our new jersey. 🚴,video,1:1,urban,vid_jersey:Video|jersey:Noun
ad_00821,2023-11,109.99,433.24,20490,163,3,vest 18 for every descend,Ride ready. Try our vest today.,image,9:16,urban,img_vest:Image|vest:Noun|race day ready:Phrase
ad_00822,2023-11,237.84,788.14,11628,98,2,premium socks built to race,"Built for the long haul. Our premium socks combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season. ⛰️",image,4:5,accessories,img_socks:Image|race:Verb|cold weather essentials:Phrase
ad_00823,2023-11,75.14,317.25,20477,210,5,the wardrobe you need to shred,Our wardrobe lets you shred better.,video,4:5,gravel,vid_wardrobe:Video|wardrobe:Noun|adventure awaits:Phrase
ad_00824,2023-11,183.35,526.24,16889,143,2,premium baselayer built to layer,"Built for the long haul. Our premium baselayer combines technical fabrics with a refined fit so you can layer harder and go further, no matter what the forecast brings this season.",image,4:5,casual,img_baselayer:Image|baselayer:Noun|layer:Verb
ad_00825,2023-11,101.35,446.34,15562,122,2,22 baselayer for every push,Built to 24 push. Premium baselayer.,image,1:1,road,img_baselayer:Image
ad_00826,2023-11,78.76,294.74,11212,91,1,10 new gloves collection,descend further in our new gloves.,image,9:16,mountain,img_gloves:Image|gloves:Noun|ride in comfort:Phrase
ad_00827,2023-11,86.78,288.02,51934,341,5,new bibs collection,20 gear further in our new bibs.,image,1:1,accessories,img_bibs:Image|bibs:Noun|gravel ready:Phrase
ad_00828,2023-11,164.69,618.14,29493,334,8,sprint further in our wardrobe,sprint further in our new wardrobe.,video,9:16,adventure,vid_wardrobe:Video|wardrobe:Noun|adventure awaits:Phrase
ad_00829,2023-11,264.17,1508.82,23499,232,4,premium bibs built to push,Our bibs lets you push better. ⛰️,image,4:5,casual,img_bibs:Image
ad_00830,2023-11,111.36,392.8,28675,226,3,socks for 20 every conquer,"Lightweight and breathable, this socks keeps you comfortable from the first pedal stroke to the last. Designed for riders who conquer in all conditions and demand the very best from their gear.",image,4:5,accessories,img_socks:Image|socks:Noun|race day ready:Phrase
ad_00831,2023-11,48.07,112.35,18967,110,1,premium baselayer built to pedal,pedal further in our new baselayer.,image,1:1,accessories,img_baselayer:Image
ad_00832,2023-11,1108.67,1809.3,13710,71,1,the kit you need to ride,"Built for the long haul. Our premium kit combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",video,4:5,mountain,vid_kit:Video|kit:Noun|gravel ready:Phrase
ad_00833,2023-11,326.68,638.48,4355,18,0,gear 12 further in our shorts,Ride ready. Try our shorts today.,image,1:1,sale,img_shorts:Image|shorts:Noun
ad_00834,2023-11,292.27,233.13,8875,42,0,the tights you need to cruise,"Built for the long haul. Our premium tights combines technical fabrics with a refined fit so you can cruise harder and go further, no matter what the forecast brings this season.",video,9:16,road,vid_tights:Video|tights:Noun|gravel ready:Phrase
ad_00835,2023-11,443.65,2019.54,48196,385,8,socks for 2 every layer,"Built for the long haul. Our premium socks combines technical fabrics with a refined fit so you can layer harder and go further, no matter what the forecast brings this season.",image,4:5,gravel,img_socks:Image|socks:Noun|layer:Verb
ad_00836,2023-11,176.57,304.08,29162,128,1,premium gloves built to descend,descend further in 22 our new gloves.,image,1:1,sale,img_gloves:Image|gloves:Noun|descend:Verb
ad_00837,2023-11,154.06,680.84,18064,302,8,the jacket you need to ride,"Built for the long haul. Our premium jacket combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",image,1:1,adventure,img_jacket:Image|ride:Verb|cold weather essentials:Phrase
ad_00838,2023-11,376.83,901.27,7419,39,0,14 the wardrobe you need to explore,explore further in our new wardrobe.,video,4:5,accessories,vid_wardrobe:Video|wardrobe:Noun
ad_00839,2023-11,375.31,894.89,22425,106,1,shorts for every shred,shred further in our 4 new shorts.,video,1:1,mountain,vid_shorts:Video|shorts:Noun
ad_00840,2023-11,241.64,868.86,14207,109,2,premium 25 cap built to ride,Our cap lets you ride better.,image,1:1,mountain,img_cap:Image|cap:Noun|ride:Verb|ride in comfort:Phrase
ad_00841,2023-11,283.67,526.28,23144,210,5,premium vest built to ride,"Engineered for performance on every terrain. Our vest is designed to help you ride with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,1:1,adventure,vid_vest:Video|vest:Noun|all day comfort:Phrase
ad_00842,2023-11,79.44,371.19,9363,98,2,19 the wardrobe you need to gear,26 Our wardrobe lets you gear better.,video,1:1,casual,vid_wardrobe:Video|wardrobe:Noun|gear:Verb|adventure awaits:Phrase
ad_00843,2023-11,143.14,131.85,12779,51,0,shell for every shred,Ride ready. Try our shell today.,video,9:16,accessories,vid_shell:Video|shred:Verb|all day comfort:Phrase
ad_00844,2023-11,464.33,1022.06,25415,122,2,new shorts collection,Our shorts lets you race better.,image,1:1,mountain,img_shorts:Image|shorts:Noun
ad_00845,2023-11,270.68,568.07,42806,285,4,cap for every pedal,Ride ready. Try our cap today. 🏔️,video,1:1,adult,vid_cap:Video|cap:Noun|pedal:Verb|adventure awaits:Phrase
ad_00846,2023-11,69.48,291.63,11746,98,2,the 15 wardrobe you need to climb,"Engineered for performance on every terrain. Our wardrobe is designed to help you climb with total confidence, whether you are on a mountain pass or a city commute through changing weather. 🌧️",image,9:16,commute,img_wardrobe:Image|wardrobe:Noun|built to last:Phrase
ad_00847,2023-11,121.47,960.84,9904,65,1,21 premium tights built to cruise,Built to 17 cruise. Premium tights.,image,4:5,adult,img_tights:Image|tights:Noun
ad_00848,2023-11,421.11,1526.88,27227,165,2,the kit 22 you need to race,race further in our new kit. 🏔️,image,1:1,adult,img_kit:Image|kit:Noun
ad_00849,2023-11,219.52,463.99,8696,58,1,the tights you need to pedal,"Engineered for performance on every terrain. Our 29 tights is designed to help you pedal with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,9:16,urban,img_tights:Image|tights:Noun|pedal:Verb
ad_00850,2023-11,186.32,199.99,9014,55,1,new shell collection,"Lightweight and breathable, this shell keeps you comfortable from the first pedal stroke to the last. Designed for riders who explore in all conditions and demand the very best from their gear.",video,1:1,gravel,vid_shell:Video|shell:Noun|explore:Verb
ad_00851,2023-11,189.71,685.37,18648,118,2,new shell collection,Our shell lets you shred better.,image,4:5,mountain,img_shell:Image|shell:Noun
ad_00852,2023-11,158.88,1059.82,46322,481,14,the 9 tights you need to train,Ride ready. Try our tights today. ❄️,image,1:1,adventure,img_tights:Image|tights:Noun|train:Verb
ad_00853,2023-11,121.97,368.84,10680,51,1,premium armwarmers built to push,"Built for the long haul. Our premium armwarmers combines technical fabrics with a refined fit so you can push harder and go further, no matter what the forecast brings this season. 🚴",image,4:5,road,img_armwarmers:Image
ad_00854,2023-11,101.31,233.4,13570,99,2,wardrobe for every climb,Built to climb. Premium wardrobe.,video,1:1,commute,vid_wardrobe:Video|wardrobe:Noun|new arrivals:Phrase
ad_00855,2023-11,306.28,461.8,17261,104,1,wardrobe for every sprint,sprint further in our new wardrobe.,video,1:1,gravel,vid_wardrobe:Video|sprint:Verb
ad_00856,2023-11,192.64,1291.94,12889,134,4,premium wardrobe built to pedal,"Built for the long 5 haul. Our premium wardrobe combines technical fabrics with a refined fit so you can pedal harder and go further, no matter what the forecast brings this season.",image,4:5,commute,img_wardrobe:Image|wardrobe:Noun|pedal:Verb|new arrivals:Phrase
ad_00857,2023-11,255.33,596.48,6749,40,0,premium bibs built to conquer,Our bibs lets you conquer better.,image,1:1,road,img_bibs:Image|bibs:Noun
ad_00858,2023-11,231.91,427.1,24380,130,2,premium bibs built to layer,Ride ready. Try our bibs today.,image,9:16,road,img_bibs:Image|bibs:Noun
ad_00859,2023-11,388.99,1890.32,17920,151,3,armwarmers 15 for every shred,shred further in our new armwarmers. 🌧️,video,4:5,urban,vid_armwarmers:Video|armwarmers:Noun|lightweight layers:Phrase
ad_00860,2023-11,219.45,927.01,19613,129,2,13 baselayer for every shred,"Lightweight and breathable, this baselayer keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear. 🔥",image,4:5,mountain,img_baselayer:Image|baselayer:Noun
ad_00861,2023-11,273.82,582.64,15209,106,2,premium gloves built to race,"Lightweight and breathable, this gloves keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best from their gear.",image,9:16,gravel,img_gloves:Image|gloves:Noun
ad_00862,2023-11,184.69,1061.67,34791,346,5,15 new socks collection,29 Built to ride. Premium socks.,image,9:16,urban,img_socks:Image|race day ready:Phrase
ad_00863,2023-11,94.62,359.73,12686,97,2,new vest collection,"Lightweight and breathable, this vest keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best from their gear.",image,4:5,casual,img_vest:Image|race:Verb|trail tested:Phrase
ad_00864,2023-11,145.9,333.32,9528,52,1,conquer further in our armwarmers,Built to conquer. Premium armwarmers.,video,4:5,adult,vid_armwarmers:Video|armwarmers:Noun|conquer:Verb|built to last:Phrase
ad_00865,2023-11,238.0,311.77,37511,178,2,wardrobe for every layer,"Built for the long haul. Our premium wardrobe combines technical fabrics with a refined fit so you can layer harder and go further, no matter what the forecast brings this season.",image,9:16,accessories,img_wardrobe:Image|wardrobe:Noun|layer:Verb|your spring wardrobe:Phrase
ad_00866,2023-11,250.87,767.08,5438,38,0,race further 4 in our armwarmers,race further in our new armwarmers.,image,1:1,adult,img_armwarmers:Image|race:Verb
ad_00867,2023-11,398.99,1469.2,15118,147,3,new cap collection,Ride ready. Try our cap today.,video,4:5,adventure,vid_cap:Video|cap:Noun|push:Verb
ad_00868,2023-11,126.77,244.89,15721,80,1,new socks collection,Ride ready. Try our socks today. 💪,image,9:16,road,img_socks:Image|socks:Noun|push:Verb
ad_00869,2023-11,191.31,728.51,15417,118,2,gear further in our vest,Ride ready. Try our vest today. 🏔️,video,4:5,casual,vid_vest:Video|gravel ready:Phrase
ad_00870,2023-11,154.6,499.92,7517,45,1,jacket for 4 every ride,Our jacket 7 lets you ride better.,image,9:16,adult,img_jacket:Image|jacket:Noun|ride:Verb
ad_00871,2023-11,442.71,2232.77,9027,108,3,bibs for every train,train further in our new bibs.,image,1:1,adventure,img_bibs:Image|bibs:Noun
ad_00872,2023-11,209.39,1674.81,26358,346,13,the socks you need to gear,Ride ready. Try our socks today.,image,4:5,adventure,img_socks:Image|socks:Noun|your spring wardrobe:Phrase
ad_00873,2023-11,211.81,330.6,32637,119,1,jersey for every descend,descend further in our new jersey. 🏔️,video,4:5,sale,vid_jersey:Video|jersey:Noun|descend:Verb
ad_00874,2023-11,163.52,440.32,13252,85,1,premium cap built to conquer,Our cap lets you conquer better.,video,4:5,gravel,vid_cap:Video|conquer:Verb
ad_00875,2023-11,145.95,800.69,10252,54,1,descend further 3 in our shorts,17 Built to descend. Premium shorts.,image,4:5,sale,img_shorts:Image
ad_00876,2023-11,70.04,109.72,6688,24,0,12 premium socks built to cruise,"Lightweight and breathable, this socks keeps you comfortable from the first pedal stroke to the last. Designed for riders who cruise in all conditions and demand the very best from their gear. 🚴",video,4:5,sale,vid_socks:Video|cruise:Verb
ad_00877,2023-11,78.38,157.71,26129,185,3,shred further in our bibs,shred further in our new bibs.,video,1:1,commute,vid_bibs:Video|all day comfort:Phrase
