ad_id,date,spend,revenue,impressions,clicks,purchases,headline,body,media_type,aspect_ratio,category,labels
ad_00330,2023-03,80.32,228.04,12544,157,4,premium shell built to shred,Our shell lets you shred better.,video,1:1,adventure,vid_shell:Video
ad_00331,2023-03,109.16,285.66,22912,172,3,wardrobe 29 for every descend,descend further in our new wardrobe.,video,1:1,accessories,vid_wardrobe:Video|wardrobe:Noun|descend:Verb
ad_00332,2023-03,258.15,907.38,22777,225,5,premium vest built to conquer,conquer further in our new vest.,image,1:1,gravel,img_vest:Image|vest:Noun|conquer:Verb
ad_00333,2023-03,108.39,350.54,15282,119,2,climb 13 further in our jersey,Built to climb. Premium jersey.,video,1:1,adult,vid_jersey:Video|jersey:Noun|adventure awaits:Phrase
ad_00334,2023-03,296.82,869.65,7704,59,1,premium baselayer built to explore,Ride ready. Try our baselayer today. ☀️,video,4:5,road,vid_baselayer:Video|baselayer:Noun|explore:Verb
ad_00335,2023-03,377.69,1621.73,10649,114,2,shred further 22 in our jacket,shred further in our new jacket. 🚴,video,4:5,accessories,vid_jacket:Video|shred:Verb
ad_00336,2023-03,183.8,224.32,18085,101,1,the tights you need to explore,"Built for the long haul. Our premium tights combines technical fabrics with a refined fit so you can explore harder and go further, no matter what the forecast brings this season.",video,9:16,sale,vid_tights:Video|tights:Noun
ad_00337,2023-03,104.16,228.11,15282,94,1,premium gloves built to ride,Built 13 to ride. Premium gloves.,video,9:16,mountain,vid_gloves:Video|gloves:Noun|your spring wardrobe:Phrase
ad_00338,2023-03,133.33,778.49,30180,451,14,new socks collection,race further in our new socks. 🏔️,image,1:1,adventure,img_socks:Image|socks:Noun|race:Verb
ad_00339,2023-03,70.89,126.61,32961,160,2,the shorts you need to climb,climb further in our new shorts.,video,4:5,mountain,vid_shorts:Video|shorts:Noun
ad_00340,2023-03,257.61,1450.28,15884,259,9,conquer further in our armwarmers,conquer further in our new armwarmers.,image,9:16,adventure,img_armwarmers:Image|armwarmers:Noun|conquer:Verb|lightweight layers:Phrase
ad_00341,2023-03,115.16,517.9,12948,93,2,tights for every train,"Lightweight and breathable, this tights keeps you comfortable from the first pedal stroke to the last. Designed for riders who train in all conditions and demand the very best from their gear. ⛰️",image,4:5,accessories,img_tights:Image|tights:Noun|train:Verb|race day ready:Phrase
ad_00342,2023-03,141.21,261.16,32145,200,2,premium kit built to sprint,sprint further in our new kit.,image,9:16,urban,img_kit:Image
ad_00343,2023-03,144.35,233.8,7780,34,0,the kit you need to sprint,Ride ready. Try our kit today.,video,4:5,mountain,vid_kit:Video|kit:Noun|sprint:Verb
ad_00344,2023-03,85.85,379.26,21495,192,4,layer further in our armwarmers,Built to layer. Premium armwarmers. 🔥,image,1:1,sale,img_armwarmers:Image|armwarmers:Noun
ad_00345,2023-03,138.8,309.41,20786,162,2,jersey for every sprint,Our jersey lets you sprint better.,image,9:16,casual,img_jersey:Image|jersey:Noun|sprint:Verb
ad_00346,2023-03,80.5,360.46,20238,233,7,baselayer for every ride,Our baselayer lets you ride better. ⛰️,video,1:1,adventure,vid_baselayer:Video
ad_00347,2023-03,140.69,761.04,9239,93,2,premium 9 jacket built to race,"Lightweight and breathable, this jacket keeps you comfortable from the first pedal stroke 4 to the last. Designed for riders who race in all conditions and demand the very best from their gear.",video,4:5,adult,vid_jacket:Video|jacket:Noun|ride in comfort:Phrase
ad_00348,2023-03,352.85,2926.7,22474,291,10,sprint further in 25 our bibs,sprint further in our new bibs.,image,1:1,adventure,img_bibs:Image|bibs:Noun
ad_00349,2023-03,147.23,476.01,30583,239,4,premium armwarmers built to gear,"Lightweight and breathable, this armwarmers keeps 2 you comfortable from the first pedal stroke to the last. Designed for riders who gear in all conditions and demand the very best from their gear.",image,1:1,urban,img_armwarmers:Image|armwarmers:Noun|built to last:Phrase
ad_00350,2023-03,121.54,425.95,16225,138,2,8 cruise further in our cap,cruise further in our new cap.,image,9:16,road,img_cap:Image|cap:Noun|cruise:Verb
ad_00351,2023-03,67.33,408.72,10470,98,2,21 layer further in our vest,Built to layer. Premium vest.,image,1:1,road,img_vest:Image|vest:Noun|layer:Verb|race day ready:Phrase
ad_00352,2023-03,653.98,2156.91,8741,81,2,the jacket you need to shred,Ride ready. Try our jacket today.,image,1:1,accessories,img_jacket:Image
ad_00353,2023-03,403.73,2553.61,26609,254,7,new bibs collection,sprint further in our new bibs.,image,4:5,adult,img_bibs:Image|bibs:Noun|sprint:Verb|lightweight layers:Phrase
ad_00354,2023-03,121.95,1078.06,20832,192,4,the armwarmers you need to layer,Our armwarmers 8 lets you layer better. ❄️,image,4:5,accessories,img_armwarmers:Image|armwarmers:Noun|layer:Verb
ad_00355,2023-04,206.42,1979.48,12283,201,9,new 4 cap collection,Ride ready. Try our cap today.,image,1:1,adventure,img_cap:Image|cap:Noun|gear up for summer:Phrase
ad_00356,2023-04,146.84,643.24,13213,154,3,the kit you need to shred,Our kit lets you shred better.,image,1:1,adventure,img_kit:Image|kit:Noun|shred:Verb
ad_00357,2023-04,701.84,1863.48,9534,77,1,premium gloves built to gear,"Lightweight and breathable, this gloves keeps you comfortable from the first pedal stroke to the last. Designed for riders who gear in all conditions and demand the very best from their gear.",image,4:5,casual,img_gloves:Image|gloves:Noun|gear:Verb
ad_00358,2023-04,87.1,337.04,18070,149,3,bibs for every cruise,Built to cruise. Premium bibs. 💪,image,9:16,casual,img_bibs:Image|new arrivals:Phrase
ad_00359,2023-04,76.58,823.48,9160,109,2,2 new shell collection,Ride ready. 17 Try our shell today.,image,4:5,gravel,img_shell:Image|shell:Noun
ad_00360,2023-04,141.82,506.58,8551,76,1,cruise further in our shell,8 cruise further in our new shell.,video,4:5,road,vid_shell:Video|shell:Noun|cruise:Verb
ad_00361,2023-04,229.06,2359.18,11915,144,4,premium kit built 9 to gear,25 Our kit lets you gear better.,image,4:5,accessories,img_kit:Image|kit:Noun|gear:Verb
ad_00362,2023-04,190.21,3720.0,8631,137,6,the tights you need 5 to push,Ride ready. Try our 17 tights today.,image,4:5,road,img_tights:Image|tights:Noun|your spring wardrobe:Phrase
ad_00363,2023-04,161.37,622.67,67195,479,8,the socks you need to explore,Built to explore. 20 Premium socks.,video,4:5,casual,vid_socks:Video|explore:Verb
ad_00364,2023-04,215.54,521.9,25947,189,3,the bibs you need 21 to train,"Built for the long haul. Our premium bibs combines technical fabrics with a refined fit so you can train harder and go further, no matter what the forecast brings this season.",image,9:16,mountain,img_bibs:Image
ad_00365,2023-04,255.9,657.81,32209,335,5,the jersey you need to race,race further in our new jersey.,video,1:1,accessories,vid_jersey:Video|jersey:Noun
ad_00366,2023-04,434.7,1168.06,30337,189,3,wardrobe for every explore,Ride ready. Try our wardrobe today.,image,1:1,commute,img_wardrobe:Image|wardrobe:Noun
ad_00367,2023-04,227.01,472.65,13888,105,2,cruise further in our vest,Built to cruise. Premium vest. ⛰️,video,9:16,road,vid_vest:Video
ad_00368,2023-04,560.56,1797.0,7397,53,1,shell for every race,"Lightweight and breathable, this shell keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best 6 from their gear.",image,1:1,adult,img_shell:Image|race:Verb
ad_00369,2023-04,284.34,768.07,24203,159,2,new jersey collection,Ride ready. Try our jersey today.,image,9:16,casual,img_jersey:Image
ad_00370,2023-04,137.7,525.76,22449,126,2,new cap collection,Our cap lets you race better. 🌧️,video,4:5,commute,vid_cap:Video|cap:Noun|gear up for summer:Phrase
ad_00371,2023-04,45.33,88.83,22482,153,2,3 the shell you need to train,"Engineered for performance on every terrain. Our shell is designed to help you train with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,9:16,mountain,vid_shell:Video|shell:Noun|gear up for summer:Phrase
ad_00372,2023-04,329.52,1521.31,25589,299,6,premium gloves built to race,Built to race. 19 Premium gloves.,video,4:5,adventure,vid_gloves:Video|gloves:Noun|race:Verb
ad_00373,2023-04,64.43,406.76,12658,145,3,the 10 jersey you need to gear,Ride ready. Try our jersey today. ❄️,video,4:5,gravel,vid_jersey:Video|jersey:Noun|gear up for summer:Phrase
ad_00374,2023-04,529.3,2804.33,21163,185,4,the shell you need to shred,Ride ready. Try our shell today.,image,4:5,adult,img_shell:Image
ad_00375,2023-04,192.02,1556.38,9686,99,2,premium bibs built to explore,9 Ride ready. Try our bibs today. 💪,image,4:5,mountain,img_bibs:Image|explore:Verb|new arrivals:Phrase
ad_00376,2023-04,103.32,1048.55,56762,527,12,ride further 9 in our vest,Our vest lets 11 you ride better.,image,4:5,urban,img_vest:Image|vest:Noun|race day ready:Phrase
ad_00377,2023-04,124.62,256.97,37691,232,3,new vest collection,shred further in our new vest. ⛰️,image,9:16,commute,img_vest:Image|shred:Verb
ad_00378,2023-04,276.61,537.3,29041,253,4,new tights collection,"Built for the long haul. Our 10 premium tights combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",video,1:1,adult,vid_tights:Video|tights:Noun|ride:Verb|trail tested:Phrase
ad_00379,2023-04,153.23,584.5,10677,104,2,12 new jacket collection,Our jacket lets you climb better.,video,4:5,adult,vid_jacket:Video|climb:Verb
ad_00380,2023-04,366.54,800.78,6922,50,1,new jacket collection,Our jacket lets you race better.,video,4:5,casual,vid_jacket:Video|race:Verb
ad_00381,2023-04,81.86,283.11,31087,231,4,new shorts collection,Ride ready. Try our shorts today.,image,1:1,adult,img_shorts:Image|shorts:Noun|ride:Verb
ad_00382,2023-04,151.85,626.46,34742,362,8,sprint further in our jersey,sprint further in our new jersey.,video,4:5,adventure,vid_jersey:Video|jersey:Noun
ad_00383,2023-04,586.71,3564.48,19922,173,3,tights for every train,Our tights lets you train better. 🏔️,image,4:5,adult,img_tights:Image|tights:Noun|train:Verb
ad_00384,2023-04,73.84,219.81,9432,71,1,the jersey you need to explore,Our jersey lets you explore better.,video,4:5,gravel,vid_jersey:Video|jersey:Noun|explore:Verb|all day comfort:Phrase
ad_00385,2023-04,77.98,285.97,15624,134,3,climb further in our vest,"Lightweight and breathable, this vest keeps you comfortable from the first pedal stroke to the last. Designed for riders 22 who climb in all conditions and demand the very best from their gear.",video,4:5,sale,vid_vest:Video|climb:Verb|your spring wardrobe:Phrase
ad_00386,2023-04,81.05,627.03,15916,181,5,premium wardrobe built to train,train further in 9 our new wardrobe. ⛰️,image,4:5,road,img_wardrobe:Image|wardrobe:Noun|train:Verb
ad_00387,2023-04,755.57,3112.74,20804,211,5,15 armwarmers for every layer,"Lightweight and breathable, this armwarmers keeps you comfortable from the first pedal stroke to the last. Designed for riders who layer in all conditions and demand the very best from their gear.",video,4:5,adventure,vid_armwarmers:Video|layer:Verb
ad_00388,2023-04,238.75,1003.52,15411,171,5,premium tights built to descend,Ride ready. Try our tights today.,image,1:1,adventure,img_tights:Image|tights:Noun
ad_00389,2023-04,962.55,2099.41,37102,232,3,gear further in our wardrobe,Built to gear. Premium wardrobe.,image,1:1,urban,img_wardrobe:Image|wardrobe:Noun|gear:Verb
ad_00390,2023-04,57.61,382.01,11008,153,6,socks for every race,"Lightweight and breathable, this socks keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best from their gear.",image,4:5,adventure,img_socks:Image|socks:Noun|race:Verb|your spring wardrobe:Phrase
ad_00391,2023-04,257.88,401.04,23674,177,3,gear further in our vest,Ride ready. Try our vest today.,video,9:16,road,vid_vest:Video|vest:Noun
ad_00392,2023-04,118.64,655.77,9215,89,2,gear further in our jersey,gear further in our new jersey.,image,4:5,adult,img_jersey:Image|jersey:Noun
ad_00393,2023-04,202.42,391.11,12460,71,1,new shorts collection,Ride ready. Try our shorts today. 🚴,video,9:16,casual,vid_shorts:Video|shorts:Noun|descend:Verb|cold weather essentials:Phrase
ad_00394,2023-04,209.29,881.23,46388,448,10,explore further 3 in our jacket,"Engineered for performance on every terrain. Our jacket is designed to help you explore with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,9:16,accessories,img_jacket:Image|cold weather essentials:Phrase
ad_00395,2023-04,105.35,408.51,14663,130,3,premium baselayer built to explore,Our baselayer lets you explore better. ⛰️,image,9:16,adult,img_baselayer:Image|baselayer:Noun|trail tested:Phrase
ad_00396,2023-04,226.49,588.88,20621,126,2,new bibs collection,"Built for the long haul. Our premium bibs combines technical fabrics with a refined fit so you can layer harder and go further, no matter what the forecast brings this season.",image,4:5,commute,img_bibs:Image|bibs:Noun|layer:Verb|new arrivals:Phrase
ad_00397,2023-05,220.74,674.97,23555,169,3,push further in our kit,"Lightweight and breathable, this kit keeps you comfortable from the first pedal stroke to the last. Designed for riders who push in all conditions and demand the very best from their gear.",image,4:5,commute,img_kit:Image|kit:Noun|push:Verb|built to last:Phrase
ad_00398,2023-05,258.58,377.92,35461,174,2,conquer further in our shorts,Built to conquer. Premium shorts.,video,4:5,sale,vid_shorts:Video|shorts:Noun|conquer:Verb
ad_00399,2023-05,125.87,263.34,10371,49,1,new shell collection,Our shell lets you explore better.,video,4:5,sale,vid_shell:Video|shell:Noun
ad_00400,2023-05,393.72,2131.62,8793,84,2,new cap collection,Ride ready. Try our cap today.,image,1:1,accessories,img_cap:Image|cap:Noun
ad_00401,2023-05,350.38,511.37,21084,140,2,premium shorts built to push,Our shorts lets you push better.,video,1:1,adult,vid_shorts:Video|push:Verb
ad_00402,2023-05,293.82,1205.97,14208,123,2,27 new tights collection,conquer further in our new tights.,image,1:1,urban,img_tights:Image|tights:Noun
ad_00403,2023-05,63.03,191.88,19709,141,2,the bibs you need to pedal,Built to pedal. Premium bibs.,image,1:1,urban,img_bibs:Image|bibs:Noun
ad_00404,2023-05,281.59,1018.54,33892,233,3,new baselayer collection,"Lightweight and breathable, this baselayer keeps you comfortable from the first pedal stroke to the last. Designed for riders who race in all conditions and demand the very best 27 from their gear.",image,4:5,commute,img_baselayer:Image|race:Verb
ad_00405,2023-05,181.91,423.14,19812,125,2,12 armwarmers for every cruise,cruise further in our new armwarmers.,video,1:1,gravel,vid_armwarmers:Video|cruise:Verb
ad_00406,2023-05,68.03,55.8,10627,50,1,bibs for every push,"Lightweight and breathable, this bibs keeps you comfortable from the first pedal stroke to the last. Designed for riders who push in all conditions and demand the very best from their gear.",video,9:16,sale,vid_bibs:Video|bibs:Noun|push:Verb|lightweight layers:Phrase
ad_00407,2023-05,435.77,1229.82,22211,155,2,new shorts collection,Built to explore. 9 Premium shorts. ⛰️,video,1:1,casual,vid_shorts:Video|explore:Verb
ad_00408,2023-05,175.66,810.74,23613,203,5,new shorts collection,"Engineered for performance on every terrain. Our shorts is designed to help you race with total confidence, whether you are on a mountain pass or a city commute through changing weather.",image,4:5,adult,img_shorts:Image|shorts:Noun|race:Verb|ride in comfort:Phrase
ad_00409,2023-05,156.79,1495.62,17715,226,7,premium 12 tights built to conquer,Built to conquer. 27 Premium tights.,video,4:5,mountain,vid_tights:Video|tights:Noun|lightweight layers:Phrase
ad_00410,2023-05,282.47,645.82,24408,164,2,vest 13 for every descend,Our vest lets you descend better.,video,1:1,urban,vid_vest:Video|descend:Verb
ad_00411,2023-05,414.08,1584.07,15681,181,4,premium shell built to shred,"Lightweight and breathable, this shell keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear.",image,1:1,road,img_shell:Image|gear up for summer:Phrase
ad_00412,2023-05,122.57,789.4,22448,350,10,kit for every shred,Built to shred. Premium kit. 🏔️,image,1:1,accessories,img_kit:Image|your spring wardrobe:Phrase
ad_00413,2023-05,117.51,717.15,17925,222,6,17 new wardrobe collection,Ride ready. Try our wardrobe today.,image,1:1,accessories,img_wardrobe:Image
ad_00414,2023-05,215.22,998.11,9006,79,2,new vest collection,Built to explore. Premium vest. ❄️,video,4:5,mountain,vid_vest:Video|explore:Verb|adventure awaits:Phrase
ad_00415,2023-05,202.55,419.8,11111,90,1,push further in our armwarmers,Ride ready. Try our armwarmers today.,video,1:1,adult,vid_armwarmers:Video|armwarmers:Noun
ad_00416,2023-05,174.37,180.02,29653,130,1,the bibs you need to pedal,Built to pedal. Premium bibs. ⛰️,video,9:16,sale,vid_bibs:Video|bibs:Noun
ad_00417,2023-06,139.65,378.32,18376,153,3,socks for every sprint,sprint further in our new socks. 🏔️,video,1:1,accessories,vid_socks:Video|socks:Noun|trail tested:Phrase
ad_00418,2023-06,353.06,546.4,7868,29,0,premium jacket built to cruise,Ride ready. Try our jacket today.,image,1:1,adventure,img_jacket:Image|cruise:Verb|cold weather essentials:Phrase
ad_00419,2023-06,366.54,1053.88,16964,116,2,explore further in our shell,explore further in our new shell. 🏔️,image,1:1,casual,img_shell:Image|explore:Verb
ad_00420,2023-06,139.86,416.95,54266,440,9,the gloves you need to pedal,pedal further in our new gloves.,image,1:1,road,img_gloves:Image|gloves:Noun|pedal:Verb
ad_00421,2023-06,282.27,350.51,10172,47,0,the vest you need to cruise,"Built for the long haul. Our premium vest combines technical fabrics with a refined fit so you can cruise harder and go further, no matter what the forecast brings this season.",video,4:5,sale,vid_vest:Video|vest:Noun
ad_00422,2023-06,147.27,445.66,28772,216,3,the wardrobe you need to sprint,Ride ready. Try our wardrobe today. 🌧️,image,9:16,casual,img_wardrobe:Image
ad_00423,2023-06,356.49,1427.56,36092,270,4,premium shell built to layer,layer further in our new shell. 🌧️,video,4:5,adult,vid_shell:Video|shell:Noun|layer:Verb|race day ready:Phrase
ad_00424,2023-06,158.49,1572.27,11559,176,6,10 the socks you need to conquer,conquer further in our new socks.,image,4:5,mountain,img_socks:Image|socks:Noun|conquer:Verb|cold weather essentials:Phrase
ad_00425,2023-06,209.21,184.06,20509,53,0,premium wardrobe built to sprint,"Built for the long haul. Our 17 premium wardrobe combines technical fabrics with a refined fit so you can sprint harder and go further, no matter what the forecast brings this season.",video,9:16,adventure,vid_wardrobe:Video|wardrobe:Noun|all day comfort:Phrase
ad_00426,2023-06,309.58,1022.78,32013,229,3,shell for every ride,Our shell lets you ride better.,image,1:1,casual,img_shell:Image|shell:Noun
ad_00427,2023-06,195.97,1241.24,21843,259,6,gloves for every train,"Engineered for performance on every terrain. Our gloves is designed to help you train with total confidence, whether you 2 are on a mountain pass or a city commute through changing weather.",image,4:5,mountain,img_gloves:Image|gloves:Noun|train:Verb
ad_00428,2023-06,147.47,326.13,27394,127,1,premium 29 socks built to train,train further in our new socks.,image,1:1,adventure,img_socks:Image|socks:Noun|train:Verb|cold weather essentials:Phrase
ad_00429,2023-06,558.74,472.89,14294,77,1,gloves for every train,"Engineered for performance on every terrain. Our gloves is designed to help you train with total confidence, whether you are on a mountain pass or a city commute through changing weather.",video,9:16,road,vid_gloves:Video|train:Verb
ad_00430,2023-06,143.51,289.89,11498,75,1,premium socks built to descend,descend further in our new socks.,video,4:5,adult,vid_socks:Video|descend:Verb
ad_00431,2023-06,175.95,804.08,16740,120,2,premium tights built to descend,Ride ready. Try our tights today.,image,4:5,commute,img_tights:Image|tights:Noun
ad_00432,2023-06,103.77,291.54,21531,168,2,climb further in our kit,climb further in our new kit.,image,1:1,gravel,img_kit:Image
ad_00433,2023-06,121.96,378.66,16357,106,2,conquer further in our wardrobe,Ride ready. Try our wardrobe today.,image,1:1,gravel,img_wardrobe:Image|wardrobe:Noun
ad_00434,2023-06,207.44,810.1,14664,115,2,jacket for every ride,Our jacket lets you ride better.,image,4:5,commute,img_jacket:Image|jacket:Noun
ad_00435,2023-06,154.64,638.39,8187,72,1,new 18 tights collection,gear further in our new tights.,image,1:1,urban,img_tights:Image|tights:Noun
ad_00436,2023-06,202.1,376.44,20379,138,2,new kit collection,Ride ready. Try our kit today.,video,4:5,gravel,vid_kit:Video|kit:Noun|explore:Verb
ad_00437,2023-06,162.01,569.11,23599,200,2,3 premium jersey built to pedal,Ride ready. Try our jersey today.,video,4:5,gravel,vid_jersey:Video|jersey:Noun
ad_00438,2023-06,163.7,943.39,7099,82,2,new jersey collection,"Engineered for performance on every terrain. Our jersey is designed to help you conquer with total confidence, whether you are on a mountain pass or a city commute through changing weather. 🔥",image,4:5,mountain,img_jersey:Image|jersey:Noun|conquer:Verb
ad_00439,2023-06,104.19,162.66,38931,290,4,the jacket you need to ride,"Built for the long haul. Our premium jacket combines technical fabrics with a refined fit so you can ride harder and go further, no matter what the forecast brings this season.",video,9:16,mountain,vid_jacket:Video|jacket:Noun
ad_00440,2023-06,47.84,17.54,12321,33,0,armwarmers for every push,"Lightweight and breathable, this armwarmers keeps you comfortable from the first pedal stroke to the last. Designed for riders who push in all conditions and demand the very best from their gear.",video,9:16,adventure,vid_armwarmers:Video|armwarmers:Noun|push:Verb
ad_00441,2023-06,202.8,267.53,13360,48,0,kit for every shred,Built to shred. Premium kit. 🌧️,video,4:5,adventure,vid_kit:Video|shred:Verb
ad_00442,2023-06,57.34,70.72,13851,76,1,premium shell built to push,Our shell lets you push better.,video,9:16,urban,vid_shell:Video|shell:Noun|push:Verb
ad_00443,2023-06,331.61,1339.63,23712,274,5,ride further in our bibs,"Engineered for performance on every terrain. Our bibs is designed to help you ride with total confidence, whether you are on a mountain pass or a city commute 19 through changing weather.",image,9:16,accessories,img_bibs:Image|bibs:Noun|ride:Verb|gear up for summer:Phrase
ad_00444,2023-06,102.7,269.99,22800,175,3,new tights collection,"Lightweight and breathable, this tights keeps you comfortable from the first pedal stroke 25 to the last. Designed for riders who explore in all conditions and demand the very best from their gear.",image,1:1,urban,img_tights:Image|tights:Noun
ad_00445,2023-06,422.36,736.06,18119,149,3,the shorts you need to sprint,sprint further in our new shorts.,video,1:1,gravel,vid_shorts:Video|shorts:Noun|sprint:Verb|your spring wardrobe:Phrase
ad_00446,2023-06,526.01,2292.66,14663,115,2,socks for every layer,layer further 11 in our new socks.,image,9:16,urban,img_socks:Image
ad_00447,2023-06,70.7,412.88,40487,377,9,shred 13 further in our wardrobe,"Lightweight and breathable, this wardrobe keeps you comfortable from the first pedal stroke to the last. Designed for riders who shred in all conditions and demand the very best from their gear.",image,4:5,mountain,img_wardrobe:Image|wardrobe:Noun|shred:Verb
ad_00448,2023-06,86.51,350.63,9314,96,2,8 the bibs you need to push,Our bibs lets you push better.,video,1:1,road,vid_bibs:Video|bibs:Noun|push:Verb|your spring wardrobe:Phrase
ad_00449,2023-06,109.73,405.1,10388,117,2,shell for every sprint,sprint further in our new shell.,image,9:16,mountain,img_shell:Image|shell:Noun
ad_00450,2023-06,78.77,295.08,9934,80,1,15 premium shell built to conquer,"Lightweight and breathable, this shell keeps you comfortable from the first pedal stroke to the last. Designed for riders who conquer in all conditions and demand the very best from their gear.",image,1:1,commute,img_shell:Image|shell:Noun|gravel ready:Phrase
ad_00451,2023-06,70.71,163.89,16018,102,1,the wardrobe you need to cruise,"Lightweight and breathable, this wardrobe keeps you comfortable from the first pedal stroke to the last. 29 Designed for riders who cruise in all conditions and demand the very best from their gear.",video,4:5,casual,vid_wardrobe:Video|wardrobe:Noun
ad_00452,2023-06,414.38,554.5,13381,84,1,cap for every explore,"Lightweight and breathable, this cap keeps you comfortable from the first pedal stroke to the last. Designed for riders who explore in all conditions and demand the very best from their gear. ⛰️",video,1:1,accessories,vid_cap:Video|cap:Noun|explore:Verb
ad_00453,2023-06,197.12,1272.83,26116,244,6,25 socks for every ride,Built to ride. Premium socks.,image,4:5,casual,img_socks:Image|socks:Noun|ride:Verb|cold weather essentials:Phrase
ad_00454,2023-06,259.15,879.73,13779,61,1,premium cap 27 built to ride,Our cap lets you ride better.,image,4:5,adventure,img_cap:Image|cap:Noun|ride:Verb|gravel ready:Phrase
ad_00455,2023-06,377.06,1812.15,14596,153,4,the armwarmers you 15 need to shred,Built to shred. Premium armwarmers.,image,9:16,road,img_armwarmers:Image|armwarmers:Noun|built to last:Phrase
ad_00456,2023-06,105.18,1016.07,17331,156,3,premium jersey 2 built to race,race further in 3 our new jersey. ❄️,image,4:5,casual,img_jersey:Image|jersey:Noun
ad_00457,2023-06,175.21,159.5,16637,99,1,explore further in our tights,"Built for the long haul. Our premium tights combines technical fabrics with a refined fit so you can explore harder and go further, no matter what the forecast brings this season.",video,9:16,road,vid_tights:Video|tights:Noun|explore:Verb
ad_00458,2023-06,154.82,518.23,20484,143,2,sprint further 22 in our vest,Ride ready. Try our vest today.,image,9:16,casual,img_vest:Image|vest:Noun|sprint:Verb
ad_00459,2023-06,194.32,534.75,11900,93,1,cap for every sprint,"Built for the 28 long haul. Our premium cap combines technical fabrics with a refined fit so you can sprint harder and go further, no matter what the forecast brings this season.",video,4:5,adult,vid_cap:Video|cap:Noun
ad_00460,2023-06,587.07,1717.72,51085,338,5,the bibs you need to sprint,sprint 19 further in our new bibs. 💪,video,9:16,casual,vid_bibs:Video|adventure awaits:Phrase
ad_00461,2023-06,153.72,530.7,29397,242,4,sprint further in our tights,sprint further in our new tights. 🏔️,video,4:5,accessories,vid_tights:Video
ad_00462,2023-06,110.15,129.9,13500,50,0,the shell you need to push,Ride ready. Try our shell today. 🌧️,image,9:16,adventure,img_shell:Image|shell:Noun|push:Verb
ad_00463,2023-06,269.01,1211.07,13386,146,3,conquer further in our armwarmers,Built to conquer. Premium armwarmers.,video,4:5,mountain,vid_armwarmers:Video|gravel ready:Phrase
ad_00464,2023-06,495.67,1226.24,10699,79,1,premium shorts built to race,"Built for the long haul. Our premium shorts combines technical fabrics with a refined fit so you can race harder and go further, no matter what the forecast brings this season.",image,1:1,accessories,img_shorts:Image|shorts:Noun|race:Verb
ad_00465,2023-06,138.39,467.14,13754,136,3,baselayer for every train,Built to train. Premium baselayer.,image,9:16,urban,img_baselayer:Image|train:Verb|gear up for summer:Phrase
ad_00466,2023-06,66.64,321.82,34053,304,5,the cap 21 you need to train,Built to train. Premium cap.,image,1:1,gravel,img_cap:Image|gravel ready:Phrase
ad_00467,2023-06,295.26,1912.73,11777,140,4,19 cap for every train,Built to train. Premium cap.,video,4:5,mountain,vid_cap:Video|train:Verb|your spring wardrobe:Phrase
ad_00468,2023-06,120.66,471.2,14292,101,2,new vest collection,Ride ready. 15 Try our vest today. ⛰️,video,1:1,adult,vid_vest:Video|vest:Noun|gravel ready:Phrase
ad_00469,2023-06,245.15,856.39,14921,131,2,new gloves collection,3 Our gloves lets you climb better.,video,4:5,adult,vid_gloves:Video|gloves:Noun
ad_00470,2023-06,362.12,490.92,49256,169,1,premium baselayer built to descend,Ride ready. Try our baselayer today.,video,4:5,adventure,vid_baselayer:Video
ad_00471,2023-06,177.48,550.4,46802,221,2,premium 6 cap built to explore,Our cap lets you explore better. ☀️,image,4:5,adventure,img_cap:Image|explore:Verb
ad_00472,2023-06,444.48,1372.26,16830,138,3,jacket for 2 every shred,Ride ready. Try our jacket today.,video,1:1,accessories,vid_jacket:Video|jacket:Noun
ad_00473,2023-06,125.06,452.14,27927,251,5,shell for every conquer,Our shell lets you conquer better. 🚴,video,4:5,gravel,vid_shell:Video|shell:Noun|conquer:Verb|lightweight layers:Phrase
ad_00474,2023-06,178.33,552.37,5426,38,1,climb further in our cap,Ride ready. Try our cap today.,image,1:1,urban,img_cap:Image|cap:Noun
ad_00475,2023-06,51.48,160.92,12084,117,2,16 new jersey collection,"Built for the long haul. Our premium jersey combines technical fabrics with a refined fit so you can climb harder and go further, no matter what the forecast brings this season.",image,9:16,mountain,img_jersey:Image|jersey:Noun
ad_00476,2023-06,151.88,234.35,17128,136,2,cruise further in our shell,cruise further in our new shell. ⛰️,video,9:16,urban,vid_shell:Video|shell:Noun|cruise:Verb|all day comfort:Phrase
ad_00477,2023-06,395.33,5136.39,12163,126,4,the vest you need 20 to shred,shred 10 further in our new vest. 🌧️,image,4:5,road,img_vest:Image|vest:Noun|shred:Verb
ad_00478,2023-06,206.72,999.59,7035,68,2,premium jacket built 20 to shred,Built to shred. Premium jacket.,image,1:1,commute,img_jacket:Image|shred:Verb|your spring wardrobe:Phrase
